	=subtotal(109,B3:B3)										Total	Unique	Corrected	
3674.0	1	sp|Q02792|XRN2_YEAST	 	32.6	1006	115933	5'-3' exoribonuclease 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RAT1 PE=1 SV=3	55	55	1.000	55	55	55.000	 
3675.0	1	sp|Q02793|SKI8_YEAST	 	15.9	397	44231	Antiviral protein SKI8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKI8 PE=1 SV=1	13	13	1.000	13	13	13.000	 
3676.0	1	sp|Q02795|OSTD_YEAST	 	19.6	286	31653	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SWP1 PE=1 SV=1	16	16	1.000	16	16	16.000	 
3677.0	1	sp|Q02796|LGE1_YEAST	 	19.9	332	37309	Transcriptional regulatory protein LGE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LGE1 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3678.0	1	sp|Q02799|LEE1_YEAST	 	25.9	301	33595	Zinc finger protein LEE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LEE1 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3679.0	1	sp|Q02803|OAZ_YEAST	 	9.2	292	34045	Ornithine decarboxylase antizyme OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=OAZ1 PE=1 SV=2	3	3	1.000	3	3	3.000	 
3680.0	1	sp|Q02804|ARL3_YEAST	 	36.9	198	22782	ADP-ribosylation factor-like protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARL3 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3681.0	1	sp|Q02805|ROD1_YEAST	 	18.4	837	92348	Protein ROD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ROD1 PE=1 SV=1	26	26	1.000	26	26	26.000	 
3682.0	1	sp|Q02821|IMA1_YEAST	 	27.3	542	60441	Importin subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRP1 PE=1 SV=1	31	31	1.000	31	31	31.000	 
3683.0	1	sp|Q02825|SEN54_YEAST	 	16.5	467	54648	tRNA-splicing endonuclease subunit SEN54 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SEN54 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3684.0	1	sp|Q02831|YP077_YEAST	 	21.2	240	27469	Uncharacterized protein YPL077C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL077C PE=1 SV=1	5	5	1.000	5	5	5.000	 
3685.0	1	sp|Q02863|UBP16_YEAST	 	23.0	499	56919	Ubiquitin carboxyl-terminal hydrolase 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UBP16 PE=1 SV=1	15	15	1.000	15	15	15.000	 
3686.0	1	sp|Q02864|YP071_YEAST	 	12.2	156	18435	Uncharacterized protein YPL071C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL071C PE=1 SV=1	4	4	1.000	4	4	4.000	 
3687.0	1	sp|Q02866|MUK1_YEAST	 	31.5	612	69538	Protein MUK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MUK1 PE=1 SV=1	29	29	1.000	29	29	29.000	 
3688.0	1	sp|Q02872|YP108_YEAST	 	26.2	168	19818	Uncharacterized protein YPL108W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL108W PE=1 SV=1	6	6	1.000	6	6	6.000	 
3689.0	1	sp|Q02873|YP107_YEAST	 	12.9	248	28569	UPF0651 protein YPL107W, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL107W PE=1 SV=1	3	3	1.000	3	3	3.000	 
3690.0	1	sp|Q02875|SYH1_YEAST	 	23.4	849	94355	SMY2 homolog 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SYH1 PE=1 SV=1	53	53	1.000	53	53	53.000	 
3691.0	1	sp|Q02883|FMP30_YEAST	 	16.5	468	54367	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FMP30 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3692.0	1	sp|Q02884|ELP4_YEAST	 	21.9	456	51155	Elongator complex protein 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ELP4 PE=1 SV=1	25	25	1.000	25	25	25.000	 
3693.0	1	sp|Q02887|ATG21_YEAST	 	21.8	496	55187	Autophagy-related protein 21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATG21 PE=1 SV=1	14	14	1.000	14	14	14.000	 
3694.0	1	sp|Q02888|INA17_YEAST	 	22.0	182	21842	Inner membrane assembly complex subunit 17 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=INA17 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3695.0	1	sp|Q02890|PNG1_YEAST	 	29.2	363	42484	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PNG1 PE=1 SV=1	21	21	1.000	21	21	21.000	 
3696.0	1	sp|Q02892|NOG1_YEAST	 	40.6	647	74409	Nucleolar GTP-binding protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NOG1 PE=1 SV=1	68	68	1.000	68	68	68.000	 
3697.0	1	sp|Q02895|AAD16_YEAST	 	26.6	342	39682	Putative aryl-alcohol dehydrogenase AAD16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=AAD16 PE=1 SV=1	14	14	1.000	14	14	14.000	 
3698.0	1	sp|Q02896|YDC1_YEAST	 	16.4	317	37230	Alkaline ceramidase YDC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDC1 PE=1 SV=1	17	17	1.000	17	17	17.000	 
3699.0	1	sp|Q02908|ELP3_YEAST	 	35.5	557	63656	Elongator complex protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ELP3 PE=1 SV=1	34	34	1.000	34	34	34.000	 
3700.0	1	sp|Q02931|UTP17_YEAST	 	25.3	896	101236	NET1-associated nuclear protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NAN1 PE=1 SV=1	39	39	1.000	39	39	39.000	 
3701.0	1	sp|Q02932|KA120_YEAST	 	19.6	1032	119621	Importin beta-like protein KAP120 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=KAP120 PE=1 SV=1	48	48	1.000	48	48	48.000	 
3702.0	1	sp|Q02933|RNY1_YEAST	 	37.6	434	50171	Ribonuclease T2-like OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNY1 PE=1 SV=1	35	35	1.000	35	35	35.000	 
3703.0	1	sp|Q02939|TFB2_YEAST	 	30.2	513	58534	General transcription and DNA repair factor IIH subunit TFB2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFB2 PE=1 SV=1	29	29	1.000	29	29	29.000	 
3704.0	1	sp|Q02948|BECN1_YEAST	 	27.8	557	63260	Vacuolar protein sorting-associated protein 30 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS30 PE=1 SV=1	29	29	1.000	29	29	29.000	 
3705.0	1	sp|Q02950|RT51_YEAST	 	36.0	344	39445	37S ribosomal protein MRP51, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRP51 PE=1 SV=1	32	32	1.000	32	32	32.000	 
3706.0	1	sp|Q02959|HOS3_YEAST	 	21.8	697	79199	Histone deacetylase HOS3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOS3 PE=1 SV=1	26	26	1.000	26	26	26.000	 
3707.0	1	sp|Q02961|YP113_YEAST	 	16.7	396	45013	Putative 2-hydroxyacid dehydrogenase YPL113C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL113C PE=2 SV=1	9	9	1.000	9	9	9.000	 
3708.0	1	sp|Q02969|PEX25_YEAST	 	44.4	394	44910	Peroxisomal membrane protein PEX25 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX25 PE=1 SV=1	74	51	0.689	74	51	58.196	sp|P00817|IPYR_YEAST, sp|Q02969|PEX25_YEAST
3709.0	1	sp|Q02979|GDE1_YEAST	 	23.8	1223	138013	Glycerophosphocholine phosphodiesterase GDE1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GDE1 PE=1 SV=1	48	48	1.000	48	48	48.000	 
3710.0	1	sp|Q02981|YP109_YEAST	 	25.1	657	76175	ABC1 family protein YPL109C, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL109C PE=1 SV=2	27	27	1.000	27	27	27.000	 
3711.0	1	sp|Q02983|RRN5_YEAST	 	6.1	363	41720	RNA polymerase I-specific transcription initiation factor RRN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RRN5 PE=1 SV=1	2	2	1.000	2	2	2.000	 
3712.0	1	sp|Q03002|FRK1_YEAST	 	2.1	865	97692	Fatty acyl-CoA synthetase and RNA processing-associated kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FRK1 PE=1 SV=1	5	1	0.200	5	1	1.118	sp|Q01919|KIN4_YEAST, sp|Q03002|FRK1_YEAST, sp|Q12152|YP150_YEAST
3713.0	1	sp|Q03010|UME1_YEAST	 	24.1	460	51021	Transcriptional regulatory protein UME1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UME1 PE=1 SV=1	18	18	1.000	18	18	18.000	 
3714.0	1	sp|Q03012|SPP1_YEAST	 	18.4	353	41468	COMPASS component SPP1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SPP1 PE=1 SV=1	11	11	1.000	11	11	11.000	 
3715.0	1	sp|Q03016|GIP3_YEAST	 	20.8	1276	140889	GLC7-interacting protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIP3 PE=1 SV=1	39	32	0.821	39	32	34.036	sp|Q03016|GIP3_YEAST, sp|Q12276|HER1_YEAST
3716.0	1	sp|Q03018|ESP1_YEAST	 	1.3	1630	187445	Separin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ESP1 PE=1 SV=2	2	2	1.000	2	2	2.000	 
3717.0	1	sp|Q03020|ISU1_YEAST	 	19.4	165	17895	Iron sulfur cluster assembly protein 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ISU1 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3718.0	1	sp|Q03028|ODC1_YEAST	 	38.1	310	34206	Mitochondrial 2-oxodicarboxylate carrier 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ODC1 PE=1 SV=1	63	63	1.000	63	63	63.000	 
3719.0	1	sp|Q03034|FDC1_YEAST	 	39.0	503	56163	Ferulic acid decarboxylase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FDC1 PE=1 SV=1	37	37	1.000	37	37	37.000	 
3720.0	1	sp|Q03048|COFI_YEAST	 	72.0	143	15901	Cofilin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COF1 PE=1 SV=1	266	266	1.000	266	266	266.000	 
3721.0	1	sp|Q03049|YD541_YEAST	 	16.3	344	38585	Putative uncharacterized oxidoreductase YDR541C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR541C PE=3 SV=2	8	8	1.000	8	8	8.000	 
3722.0	1	sp|Q03063|DIG1_YEAST	 	29.9	452	49356	Down-regulator of invasive growth 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIG1 PE=1 SV=1	17	17	1.000	17	17	17.000	 
3723.0	1	sp|Q03081|MET31_YEAST	 	17.5	177	19557	Transcriptional regulator MET31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET31 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3724.0	1	sp|Q03088|SVL3_YEAST	 	27.4	825	92143	Styryl dye vacuolar localization protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SVL3 PE=1 SV=1	34	33	0.971	34	33	33.407	sp|P37304|PAM1_YEAST, sp|Q03088|SVL3_YEAST
3725.0	1	sp|Q03102|YMN1_YEAST	 	37.3	365	39976	Uncharacterized membrane protein YML131W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML131W PE=1 SV=1	56	56	1.000	56	56	56.000	 
3726.0	1	sp|Q03103|ERO1_YEAST	 	45.5	563	65032	Endoplasmic oxidoreductin-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERO1 PE=1 SV=1	86	86	1.000	86	86	86.000	 
3727.0	1	sp|Q03104|MSC1_YEAST	 	51.3	513	59588	Meiotic sister chromatid recombination protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MSC1 PE=1 SV=1	173	173	1.000	173	173	173.000	 
3728.0	1	sp|Q03124|RSC9_YEAST	 	28.2	581	65217	Chromatin structure-remodeling complex subunit RSC9 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSC9 PE=1 SV=1	31	31	1.000	31	31	31.000	 
3729.0	1	sp|Q03125|NRG1_YEAST	 	16.0	231	26742	Transcriptional regulator NRG1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NRG1 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3730.0	1	sp|Q03144|SNO1_YEAST	 	16.5	224	24906	Pyridoxal 5'-phosphate synthase subunit SNO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNO1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3731.0	1	sp|Q03148|SNZ1_YEAST	 	21.2	297	31817	Pyridoxal 5'-phosphate synthase subunit SNZ1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SNZ1 PE=1 SV=1	9	4	0.444	9	4	5.818	sp|P43545|SNZ3_YEAST, sp|Q03148|SNZ1_YEAST
3732.0	1	sp|Q03151|MTG1_YEAST	 	17.2	367	42144	Mitochondrial GTPase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MTG1 PE=1 SV=1	7	7	1.000	7	7	7.000	 
3733.0	1	sp|Q03153|ATP25_YEAST	 	13.7	612	70413	ATPase synthesis protein 25, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ATP25 PE=1 SV=1	13	13	1.000	13	13	13.000	 
3734.0	1	sp|Q03161|YMY9_YEAST	 	73.1	297	33955	Glucose-6-phosphate 1-epimerase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR099C PE=1 SV=1	66	66	1.000	66	66	66.000	 
3735.0	1	sp|Q03162|MUB1_YEAST	 	6.9	620	72250	MYND-type zinc finger protein MUB1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MUB1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3736.0	1	sp|Q03177|YMZ2_YEAST	 	15.2	834	94253	WD repeat-containing protein YMR102C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR102C PE=1 SV=1	18	18	1.000	18	18	18.000	 
3737.0	1	sp|Q03178|PIR1_YEAST	 	7.6	341	34621	Cell wall mannoprotein PIR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PIR1 PE=1 SV=1	11	2	0.182	11	2	3.387	sp|P32478|HS150_YEAST, sp|P47001|CIS3_YEAST, sp|Q03178|PIR1_YEAST
3738.0	1	sp|Q03195|RLI1_YEAST	 	41.6	608	68340	Translation initiation factor RLI1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RLI1 PE=1 SV=1	63	63	1.000	63	63	63.000	 
3739.0	1	sp|Q03201|RT10_YEAST	 	39.4	203	23424	37S ribosomal protein S10, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM10 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3740.0	1	sp|Q03208|YML9_YEAST	 	19.0	357	40059	Uncharacterized protein YML119W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YML119W PE=1 SV=1	10	10	1.000	10	10	10.000	 
3741.0	1	sp|Q03210|NGL3_YEAST	 	14.5	505	57742	Probable RNA exonuclease NGL3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NGL3 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3742.0	1	sp|Q03212|EAR1_YEAST	 	20.0	550	62531	Protein EAR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EAR1 PE=1 SV=1	11	11	1.000	11	11	11.000	 
3743.0	1	sp|Q03213|HOT1_YEAST	 	2.9	719	79415	High-osmolarity-induced transcription protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HOT1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3744.0	1	sp|Q03214|ECM5_YEAST	 	5.0	1411	162699	Protein ECM5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ECM5 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3745.0	1	sp|Q03218|MMT1_YEAST	 	9.8	510	56209	Mitochondrial metal transporter 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MMT1 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3746.0	1	sp|Q03219|YM44_YEAST	 	39.4	274	31144	Uncharacterized protein YMR178W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR178W PE=1 SV=1	14	14	1.000	14	14	14.000	 
3747.0	1	sp|Q03220|CTL1_YEAST	 	7.5	320	36974	Polynucleotide 5'-triphosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTL1 PE=1 SV=1	4	4	1.000	4	4	4.000	 
3748.0	1	sp|Q03233|ADD37_YEAST	 	16.7	198	22109	Alpha1-proteinase inhibitor-degradation deficient protein 37 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADD37 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3749.0	1	sp|Q03236|YM49_YEAST	 	10.9	431	50287	Uncharacterized protein YMR187C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YMR187C PE=4 SV=1	6	4	0.667	6	4	4.222	sp|Q03236|YM49_YEAST, sp|Q07844|RIX7_YEAST
3750.0	1	sp|Q03246|RT17_YEAST	 	41.4	237	27635	37S ribosomal protein S17, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MRPS17 PE=1 SV=1	15	15	1.000	15	15	15.000	 
3751.0	1	sp|Q03254|FCP1_YEAST	 	19.9	732	83440	RNA polymerase II subunit A C-terminal domain phosphatase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FCP1 PE=1 SV=1	21	21	1.000	21	21	21.000	 
3752.0	1	sp|Q03262|PGM3_YEAST	 	35.9	622	71068	Phosphoribomutase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRM15 PE=1 SV=1	46	46	1.000	46	46	46.000	 
3753.0	1	sp|Q03264|NGL2_YEAST	 	28.0	515	59539	RNA exonuclease NGL2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NGL2 PE=1 SV=1	31	31	1.000	31	31	31.000	 
3754.0	1	sp|Q03266|PABC_YEAST	 	48.1	374	42639	Aminodeoxychorismate lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ABZ2 PE=1 SV=1	36	36	1.000	36	36	36.000	 
3755.0	1	sp|Q03280|TOM1_YEAST	 	28.8	3268	374180	E3 ubiquitin-protein ligase TOM1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM1 PE=1 SV=1	198	198	1.000	198	198	198.000	 
3756.0	1	sp|Q03281|HEH2_YEAST	 	43.1	663	76376	Inner nuclear membrane protein HEH2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEH2 PE=1 SV=1	49	49	1.000	49	49	49.000	 
3757.0	1	sp|Q03290|TFB3_YEAST	 	33.6	321	38128	RNA polymerase II transcription factor B subunit 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TFB3 PE=1 SV=1	17	15	0.882	17	15	15.353	sp|P33332|SEC3_YEAST, sp|Q03290|TFB3_YEAST
3758.0	1	sp|Q03305|RMT2_YEAST	 	23.1	412	47469	Protein arginine N-methyltransferase 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RMT2 PE=1 SV=1	12	12	1.000	12	12	12.000	 
3759.0	1	sp|Q03306|PKH3_YEAST	 	16.8	898	100474	Serine/threonine-protein kinase PKH3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PKH3 PE=1 SV=1	19	19	1.000	19	19	19.000	 
3760.0	1	sp|Q03308|VPS16_YEAST	 	21.3	798	92740	Vacuolar protein sorting-associated protein 16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS16 PE=1 SV=2	27	25	0.926	27	25	25.943	sp|P36126|SPO14_YEAST, sp|Q03308|VPS16_YEAST
3761.0	1	sp|Q03322|TLG1_YEAST	 	20.1	224	25817	t-SNARE affecting a late Golgi compartment protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TLG1 PE=1 SV=1	8	8	1.000	8	8	8.000	 
3762.0	1	sp|Q03323|SDC1_YEAST	 	19.4	175	19446	COMPASS component SDC1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDC1 PE=1 SV=1	5	5	1.000	5	5	5.000	 
3763.0	1	sp|Q03327|UGO1_YEAST	 	34.3	502	57542	Mitochondrial fusion and transport protein UGO1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=UGO1 PE=1 SV=3	57	57	1.000	57	57	57.000	 
3764.0	1	sp|Q03330|GCN5_YEAST	 	28.0	439	51069	Histone acetyltransferase GCN5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCN5 PE=1 SV=1	17	17	1.000	17	17	17.000	 
3765.0	1	sp|Q03337|TRS31_YEAST	 	55.5	283	31721	Trafficking protein particle complex subunit 31 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TRS31 PE=1 SV=1	19	19	1.000	19	19	19.000	 
3766.0	1	sp|Q03338|PRP3_YEAST	 	35.0	469	55870	U4/U6 small nuclear ribonucleoprotein PRP3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRP3 PE=1 SV=1	20	20	1.000	20	20	20.000	 
3767.0	1	sp|Q03361|JIP4_YEAST	 	24.5	876	98690	Uncharacterized protein JIP4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=JIP4 PE=1 SV=2	38	38	1.000	38	38	38.000	 
3768.0	1	sp|Q03362|YD476_YEAST	 	25.4	224	25265	Uncharacterized protein YDR476C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YDR476C PE=1 SV=1	10	10	1.000	10	10	10.000	 
3769.0	1	sp|Q03370|PEX29_YEAST	 	20.0	554	63542	Peroxisomal membrane protein PEX29 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PEX29 PE=1 SV=1	26	26	1.000	26	26	26.000	 
3770.0	1	sp|Q03373|DIG2_YEAST	 	9.0	323	36879	Down-regulator of invasive growth 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DIG2 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3771.0	1	sp|Q03375|CWC21_YEAST	 	25.2	135	15762	Pre-mRNA-splicing factor CWC21 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CWC21 PE=1 SV=1	6	6	1.000	6	6	6.000	 
3772.0	1	sp|Q03388|VPS72_YEAST	 	4.5	795	90579	Vacuolar protein sorting-associated protein 72 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS72 PE=1 SV=2	5	5	1.000	5	5	5.000	 
3773.0	1	sp|Q03390|VPS60_YEAST	 	16.2	229	25861	Vacuolar protein-sorting-associated protein 60 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS60 PE=1 SV=2	8	8	1.000	8	8	8.000	 
3774.0	1	sp|Q03406|SLD5_YEAST	 	28.6	294	33947	DNA replication complex GINS protein SLD5 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SLD5 PE=1 SV=1	9	9	1.000	9	9	9.000	 
3775.0	1	sp|Q03407|PKH1_YEAST	 	29.1	766	86252	Serine/threonine-protein kinase PKH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PKH1 PE=1 SV=1	35	25	0.714	35	25	28.333	sp|P05986|KAPC_YEAST, sp|P06244|KAPA_YEAST, sp|P34244|HSL1_YEAST, sp|P38147|CHK1_YEAST, sp|Q03407|PKH1_YEAST, sp|Q12236|PKH2_YEAST
3776.0	1	sp|Q03419|IZH1_YEAST	 	10.1	316	36491	ADIPOR-like receptor IZH1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IZH1 PE=1 SV=1	3	3	1.000	3	3	3.000	 
3777.0	1	sp|Q03429|MZM1_YEAST	 	49.6	123	13927	Mitochondrial zinc maintenance protein 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MZM1 PE=1 SV=1	10	10	1.000	10	10	10.000	 
3778.0	1	sp|Q03430|RSM28_YEAST	 	27.1	361	41215	37S ribosomal protein RSM28, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RSM28 PE=1 SV=2	19	19	1.000	19	19	19.000	 
3779.0	1	sp|Q03433|VPS71_YEAST	 	15.0	280	32021	Vacuolar protein sorting-associated protein 71 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VPS71 PE=1 SV=1	5	5	1.000	5	5	5.000	 
